clock,passenger_enter,passenger_leave,car_enter,car_leave,motorcycle_enter,motorcycle_leave,bicycle_enter,bicycle_leave,walker,car_parked,motorcycle_parked,bicycle_parked,car_cannot_park,motorcycle_cannot_park,bicycle_cannot_park,car_left_failed,motorcycle_left_failed,bicycle_left_failed,remain_car_parking_space,remain_motorcycle_parking_space,CPU_time(in second)
16,10,10,2,2,4,4,1,1,6,45,536,130,0,0,0,0,0,0,45,26,
17,24,24,5,5,10,13,5,3,7,45,533,132,0,0,0,0,0,0,45,28,
18,14,34,3,7,6,20,4,5,3,41,519,131,0,0,0,0,0,0,49,42,
19,3,7,1,2,2,4,1,1,-1,40,517,131,0,0,0,0,0,0,50,44,
20,10,24,2,7,4,12,2,5,2,35,509,128,0,0,0,0,0,0,55,54,
21,4,9,1,2,2,5,0,2,1,34,506,126,0,0,0,0,0,0,56,58,
22,0,0,0,0,0,0,0,0,0,34,506,126,0,0,0,0,0,0,56,58,
23,0,19,0,6,0,4,0,5,4,28,502,121,0,0,0,0,0,0,62,64,
0,0,0,0,0,0,0,0,0,0,28,502,121,0,0,0,0,0,0,62,64,
1,0,0,0,0,0,0,0,0,0,28,502,121,0,0,0,0,0,0,62,64,
2,0,0,0,0,0,0,0,0,0,28,502,121,0,0,0,0,0,0,62,64,
3,0,0,0,0,0,0,0,0,0,28,502,121,0,0,0,0,0,0,62,64,
4,0,0,0,0,0,0,0,0,0,28,502,121,0,0,0,0,0,0,62,64,
5,8,3,2,1,3,1,1,0,3,29,504,122,0,0,0,0,0,0,61,62,
6,36,0,7,0,18,0,4,0,7,36,522,126,0,0,0,0,0,0,54,42,
7,24,0,5,0,14,0,4,0,1,41,536,130,0,0,0,0,0,0,49,26,
8,37,16,9,5,17,8,7,3,4,45,545,134,0,0,0,0,0,0,45,15,
9,21,9,4,2,8,5,2,1,8,47,548,135,0,0,0,0,0,0,43,11,
10,12,5,2,1,5,2,1,0,6,48,551,136,0,0,0,0,0,0,42,8,
11,9,9,2,2,4,4,1,1,4,48,551,136,0,0,0,0,0,0,42,8,
12,7,7,1,1,2,3,1,1,5,48,550,136,0,0,0,0,0,0,42,9,
13,11,11,2,2,4,4,1,1,8,48,550,136,0,0,0,0,0,0,42,9,
14,15,15,3,4,8,8,2,3,2,47,550,135,0,0,0,0,0,0,43,9,
15,11,11,2,2,4,4,1,1,8,47,550,135,0,0,0,0,0,0,43,9,
16,9,9,2,2,4,4,1,1,4,47,550,135,0,0,0,0,0,0,43,9,
17,17,17,3,3,7,9,3,2,7,47,548,136,0,0,0,0,0,0,43,11,
18,15,37,3,7,6,22,4,6,4,43,532,134,0,0,0,0,0,0,47,28,
19,6,14,1,3,3,8,2,3,0,41,527,133,0,0,0,0,0,0,49,33,
20,9,22,2,6,4,11,2,4,2,37,520,131,0,0,0,0,0,0,53,41,
21,4,11,1,3,2,6,0,2,1,35,516,129,0,0,0,0,0,0,55,46,
22,0,0,0,0,0,0,0,0,0,35,516,129,0,0,0,0,0,0,55,46,
23,0,15,0,4,0,3,0,4,4,31,513,125,0,0,0,0,0,0,59,51,
0,0,0,0,0,0,0,0,0,0,31,513,125,0,0,0,0,0,0,59,51,
1,0,0,0,0,0,0,0,0,0,31,513,125,0,0,0,0,0,0,59,51,
2,0,0,0,0,0,0,0,0,0,31,513,125,0,0,0,0,0,0,59,51,
3,0,0,0,0,0,0,0,0,0,31,513,125,0,0,0,0,0,0,59,51,
4,0,0,0,0,0,0,0,0,0,31,513,125,0,0,0,0,0,0,59,51,
5,7,3,1,1,3,1,1,0,3,31,515,126,0,0,0,0,0,0,59,49,
6,45,0,9,0,22,0,4,0,10,40,537,130,0,0,0,0,0,0,50,25,
7,21,0,4,0,13,0,3,0,1,44,550,133,0,0,0,0,0,0,46,10,
8,25,11,6,3,11,6,5,2,3,47,552,136,0,3,0,0,0,0,43,7,
9,26,11,5,2,10,6,3,1,10,50,551,138,0,5,0,0,0,0,40,7,
10,16,7,3,1,6,4,2,1,6,52,553,139,0,0,0,0,0,0,38,4,
11,13,13,3,3,5,6,1,1,7,52,551,139,0,1,0,0,0,0,38,6,
12,2,2,0,0,1,1,0,0,2,52,551,139,0,0,0,0,0,0,38,6,
13,8,8,2,2,3,3,1,1,4,52,551,139,0,0,0,0,0,0,38,6,
14,17,17,3,5,8,8,2,3,5,50,548,138,0,3,0,0,0,0,40,10,
15,16,16,3,3,6,6,2,2,10,50,548,138,0,0,0,0,0,0,40,10,
16,11,11,2,2,4,4,1,1,8,50,548,138,0,0,0,0,0,0,40,10,
17,20,20,4,4,8,11,4,2,7,50,545,140,0,0,0,0,0,0,40,12,
18,12,28,2,6,5,17,4,4,2,46,533,140,0,0,0,0,0,0,44,24,
19,3,8,1,2,2,4,1,2,-1,45,531,139,0,0,0,0,0,0,45,26,
20,12,28,2,8,5,14,2,6,3,39,522,135,0,0,0,0,0,0,51,37,
21,3,7,1,2,1,4,0,1,1,38,519,134,0,0,0,0,0,0,52,41,
22,0,0,0,0,0,0,0,0,0,38,519,134,0,0,0,0,0,0,52,41,
23,0,21,0,6,0,4,0,6,5,32,515,128,0,0,0,0,0,0,58,48,
0,0,0,0,0,0,0,0,0,0,32,515,128,0,0,0,0,0,0,58,48,
1,0,0,0,0,0,0,0,0,0,32,515,128,0,0,0,0,0,0,58,48,
2,0,0,0,0,0,0,0,0,0,32,515,128,0,0,0,0,0,0,58,48,
3,0,0,0,0,0,0,0,0,0,32,515,128,0,0,0,0,0,0,58,48,
4,0,0,0,0,0,0,0,0,0,32,515,128,0,0,0,0,0,0,58,48,
5,4,2,1,0,2,1,0,0,2,33,516,128,0,0,0,0,0,0,57,47,
6,27,0,5,0,14,0,3,0,5,38,530,131,0,0,0,0,0,0,52,31,
7,18,0,4,0,11,0,3,0,0,42,541,134,0,0,0,0,0,0,48,19,
8,32,14,8,4,14,7,6,3,4,46,548,137,0,0,0,0,0,0,44,10,
9,25,11,5,2,10,6,2,1,10,49,551,138,0,1,0,0,0,0,41,7,
10,10,4,2,1,4,2,1,0,4,50,553,139,0,0,0,0,0,0,40,4,
11,11,11,2,2,4,6,1,1,6,50,551,139,0,0,0,0,0,0,40,6,
12,2,2,0,0,1,1,0,0,2,50,551,139,0,0,0,0,0,0,40,6,
13,9,9,2,2,4,4,1,1,4,50,551,139,0,0,0,0,0,0,40,6,
14,19,19,4,6,10,10,2,4,2,48,546,137,0,5,0,0,0,0,42,12,
15,10,10,2,2,4,4,1,1,6,48,546,137,0,0,0,0,0,0,42,12,
16,9,9,2,2,4,4,1,1,4,48,546,137,0,0,0,0,0,0,42,12,
17,27,27,5,5,11,15,5,3,10,48,541,139,0,1,0,0,0,0,42,16,
18,12,30,2,6,5,18,4,4,3,44,528,139,0,0,0,0,0,0,46,29,
19,3,8,1,2,2,4,1,2,-1,43,526,138,0,0,0,0,0,0,47,32,
20,7,16,1,4,3,8,1,3,3,40,521,136,0,0,0,0,0,0,50,38,
21,3,7,1,2,1,4,0,1,1,39,518,135,0,0,0,0,0,0,51,41,
22,0,0,0,0,0,0,0,0,0,39,518,135,0,0,0,0,0,0,51,41,
23,0,20,0,6,0,4,0,6,4,33,514,129,0,0,0,0,0,0,57,48,
0,0,0,0,0,0,0,0,0,0,33,514,129,0,0,0,0,0,0,57,48,
1,0,0,0,0,0,0,0,0,0,33,514,129,0,0,0,0,0,0,57,48,
2,0,0,0,0,0,0,0,0,0,33,514,129,0,0,0,0,0,0,57,48,
3,0,0,0,0,0,0,0,0,0,33,514,129,0,0,0,0,0,0,57,48,
4,0,0,0,0,0,0,0,0,0,33,514,129,0,0,0,0,0,0,57,48,
5,8,3,2,1,3,1,1,0,3,34,516,130,0,0,0,0,0,0,56,46,
6,23,0,5,0,12,0,2,0,4,39,528,132,0,0,0,0,0,0,51,33,
7,20,0,4,0,12,0,3,0,1,43,540,135,0,0,0,0,0,0,47,19,
8,24,10,6,3,11,5,5,2,2,46,546,138,0,0,0,0,0,0,44,12,
9,23,9,5,2,9,5,2,1,8,49,550,139,0,0,0,0,0,0,41,7,
10,16,6,3,1,6,3,2,1,6,51,553,140,0,0,0,0,0,0,39,4,
11,15,15,3,3,6,8,2,2,6,51,548,140,0,3,0,0,0,0,39,9,
12,5,5,1,1,2,2,0,0,4,51,548,140,0,0,0,0,0,0,39,9,
13,11,11,2,2,4,4,1,1,8,51,548,140,0,0,0,0,0,0,39,9,
14,21,21,4,6,10,10,2,4,6,49,546,138,0,2,0,0,0,0,41,12,
15,8,8,2,2,3,3,1,1,4,49,546,138,0,0,0,0,0,0,41,12,
16,14,14,3,3,6,6,1,1,8,49,546,138,0,0,0,0,0,0,41,12,
17,28,28,6,6,11,15,6,3,9,49,540,141,0,2,0,0,0,0,41,16,
18,15,35,3,7,6,21,4,5,4,45,525,140,0,0,0,0,0,0,45,32,
19,5,13,1,3,2,7,1,3,1,43,520,138,0,0,0,0,0,0,47,38,
20,8,19,2,5,3,10,2,4,1,40,513,136,0,0,0,0,0,0,50,46,
21,3,7,1,2,1,4,0,1,1,39,510,135,0,0,0,0,0,0,51,49,
22,0,0,0,0,0,0,0,0,0,39,510,135,0,0,0,0,0,0,51,49,
23,0,13,0,4,0,3,0,4,2,35,507,131,0,0,0,0,0,0,55,54,
0,0,0,0,0,0,0,0,0,0,35,507,131,0,0,0,0,0,0,55,54,
1,0,0,0,0,0,0,0,0,0,35,507,131,0,0,0,0,0,0,55,54,
2,0,0,0,0,0,0,0,0,0,35,507,131,0,0,0,0,0,0,55,54,
3,0,0,0,0,0,0,0,0,0,35,507,131,0,0,0,0,0,0,55,54,
4,0,0,0,0,0,0,0,0,0,35,507,131,0,0,0,0,0,0,55,54,
5,7,3,1,1,3,1,1,0,3,35,509,132,0,0,0,0,0,0,55,52,
6,32,0,6,0,16,0,3,0,7,41,525,135,0,0,0,0,0,0,49,34,
7,32,0,6,0,19,0,5,0,2,47,544,140,0,0,0,0,0,0,43,13,
8,31,13,8,4,14,6,6,3,3,51,548,143,0,4,0,0,0,0,39,7,
9,23,9,5,2,9,5,2,1,8,54,549,144,0,3,0,0,0,0,36,6,
10,14,6,3,1,6,3,1,1,5,56,551,144,0,1,0,0,0,0,34,4,
11,11,11,2,2,4,6,1,1,6,56,548,144,0,1,0,0,0,0,34,7,
12,8,8,2,2,2,3,1,1,5,56,547,144,0,0,0,0,0,0,34,8,
13,12,12,2,2,5,5,1,1,8,56,547,144,0,0,0,0,0,0,34,8,
14,16,16,3,5,8,8,2,3,3,54,546,143,0,1,0,0,0,0,36,9,
15,9,9,2,2,4,4,1,1,4,54,546,143,0,0,0,0,0,0,36,9,
16,13,13,3,3,5,5,1,1,8,54,546,143,0,0,0,0,0,0,36,9,
17,20,20,4,4,8,11,4,2,7,54,542,145,0,1,0,0,0,0,36,12,
18,19,44,4,9,8,26,6,7,3,49,524,144,0,0,0,0,0,0,41,31,
19,4,11,1,3,2,6,1,2,0,47,520,143,0,0,0,0,0,0,43,35,
20,9,21,2,6,4,11,2,4,1,43,513,141,0,0,0,0,0,0,47,43,
21,2,5,0,1,1,3,0,1,1,42,511,140,0,0,0,0,0,0,48,46,
22,0,0,0,0,0,0,0,0,0,42,511,140,0,0,0,0,0,0,48,46,
23,0,20,0,6,0,4,0,6,4,36,507,134,0,0,0,0,0,0,54,53,
0,0,0,0,0,0,0,0,0,0,36,507,134,0,0,0,0,0,0,54,53,
1,0,0,0,0,0,0,0,0,0,36,507,134,0,0,0,0,0,0,54,53,
2,0,0,0,0,0,0,0,0,0,36,507,134,0,0,0,0,0,0,54,53,
3,0,0,0,0,0,0,0,0,0,36,507,134,0,0,0,0,0,0,54,53,
4,0,0,0,0,0,0,0,0,0,36,507,134,0,0,0,0,0,0,54,53,
5,2,1,0,0,1,0,0,0,2,36,508,134,0,0,0,0,0,0,54,52,
6,21,0,4,0,10,0,2,0,5,40,518,136,0,0,0,0,0,0,50,41,
7,21,0,4,0,13,0,3,0,1,44,531,139,0,0,0,0,0,0,46,26,
8,37,15,9,4,17,8,7,3,4,49,540,143,0,0,0,0,0,0,41,15,
9,11,4,2,1,4,2,1,0,5,50,542,144,0,0,0,0,0,0,40,13,
10,9,4,2,1,4,2,1,0,3,51,544,145,0,0,0,0,0,0,39,10,
11,11,11,2,2,4,6,1,1,6,51,542,145,0,0,0,0,0,0,39,12,
12,7,7,1,1,2,3,1,1,5,51,541,145,0,0,0,0,0,0,39,13,
13,12,12,2,2,5,5,1,1,8,51,541,145,0,0,0,0,0,0,39,13,
14,17,17,3,5,8,8,2,3,5,49,541,144,0,0,0,0,0,0,41,14,
15,10,10,2,2,4,4,1,1,6,49,541,144,0,0,0,0,0,0,41,14,
16,5,5,1,1,2,2,0,0,4,49,541,144,0,0,0,0,0,0,41,14,
17,22,22,4,4,9,12,4,3,8,49,538,145,0,0,0,0,0,0,41,16,
18,14,33,3,7,6,20,4,5,2,45,524,144,0,0,0,0,0,0,45,31,
19,3,8,1,2,2,4,1,2,-1,44,522,143,0,0,0,0,0,0,46,33,
20,9,23,2,6,4,12,2,5,1,40,514,140,0,0,0,0,0,0,50,43,
21,2,6,0,1,1,3,0,1,2,39,512,139,0,0,0,0,0,0,51,45,
22,0,0,0,0,0,0,0,0,0,39,512,139,0,0,0,0,0,0,51,45,
23,0,20,0,6,0,4,0,6,4,33,508,133,0,0,0,0,0,0,57,52,
0,0,0,0,0,0,0,0,0,0,33,508,133,0,0,0,0,0,0,57,52,
1,0,0,0,0,0,0,0,0,0,33,508,133,0,0,0,0,0,0,57,52,
2,0,0,0,0,0,0,0,0,0,33,508,133,0,0,0,0,0,0,57,52,
3,0,0,0,0,0,0,0,0,0,33,508,133,0,0,0,0,0,0,57,52,
4,0,0,0,0,0,0,0,0,0,33,508,133,0,0,0,0,0,0,57,52,
5,6,2,1,0,2,1,1,0,3,34,509,134,0,0,0,0,0,0,56,51,
6,22,0,4,0,11,0,2,0,5,38,520,136,0,0,0,0,0,0,52,39,
7,19,0,4,0,11,0,3,0,1,42,531,139,0,0,0,0,0,0,48,26,
8,29,12,7,4,13,6,6,2,3,45,538,143,0,0,0,0,0,0,45,17,
9,16,6,3,1,6,3,2,1,6,47,541,144,0,0,0,0,0,0,43,14,
10,14,6,3,1,6,3,1,1,5,49,544,144,0,0,0,0,0,0,41,11,
11,9,9,2,2,4,4,1,1,4,49,544,144,0,0,0,0,0,0,41,11,
12,5,5,1,1,2,2,0,0,4,49,544,144,0,0,0,0,0,0,41,11,
13,9,9,2,2,4,4,1,1,4,49,544,144,0,0,0,0,0,0,41,11,
14,15,15,3,4,8,8,2,3,2,48,544,143,0,0,0,0,0,0,42,11,
15,9,9,2,2,4,4,1,1,4,48,544,143,0,0,0,0,0,0,42,11,
16,13,13,3,3,5,5,1,1,8,48,544,143,0,0,0,0,0,0,42,11,
17,17,17,3,3,7,9,3,2,7,48,542,144,0,0,0,0,0,0,42,13,
18,17,41,3,8,7,25,5,6,4,43,524,143,0,0,0,0,0,0,47,31,
19,5,13,1,3,2,7,1,3,1,41,519,141,0,0,0,0,0,0,49,37,
20,10,24,2,7,4,12,2,5,2,36,511,138,0,0,0,0,0,0,54,47,
21,2,6,0,1,1,3,0,1,2,35,509,137,0,0,0,0,0,0,55,49,
22,0,0,0,0,0,0,0,0,0,35,509,137,0,0,0,0,0,0,55,49,
23,0,11,0,3,0,2,0,3,3,32,507,134,0,0,0,0,0,0,58,53,
0,0,0,0,0,0,0,0,0,0,32,507,134,0,0,0,0,0,0,58,53,
1,0,0,0,0,0,0,0,0,0,32,507,134,0,0,0,0,0,0,58,53,
2,0,0,0,0,0,0,0,0,0,32,507,134,0,0,0,0,0,0,58,53,
3,0,0,0,0,0,0,0,0,0,32,507,134,0,0,0,0,0,0,58,53,
4,0,0,0,0,0,0,0,0,0,32,507,134,0,0,0,0,0,0,58,53,
5,9,3,2,1,4,1,1,0,3,33,510,135,0,0,0,0,0,0,57,49,
6,36,0,7,0,18,0,4,0,7,40,528,139,0,0,0,0,0,0,50,29,
7,17,0,3,0,10,0,3,0,1,43,538,142,0,0,0,0,0,0,47,18,
8,35,15,9,4,16,8,7,3,3,48,544,146,0,2,0,0,0,0,42,10,
9,22,9,4,2,9,5,2,1,8,50,548,147,0,0,0,0,0,0,40,5,
10,21,9,4,2,8,4,2,1,9,52,548,148,0,4,0,0,0,0,38,5,
11,8,8,2,2,3,4,1,1,3,52,547,148,0,0,0,0,0,0,38,6,
12,3,3,1,1,1,1,0,0,2,52,547,148,0,0,0,0,0,0,38,6,
13,11,11,2,2,4,4,1,1,8,52,547,148,0,0,0,0,0,0,38,6,
14,15,15,3,4,8,8,2,3,2,51,544,147,0,3,0,0,0,0,39,9,
15,9,9,2,2,4,4,1,1,4,51,544,147,0,0,0,0,0,0,39,9,
16,10,10,2,2,4,4,1,1,6,51,544,147,0,0,0,0,0,0,39,9,
17,19,19,4,4,8,10,4,2,6,51,541,149,0,1,0,0,0,0,39,11,
18,13,32,3,6,5,19,4,5,3,48,527,148,0,0,0,0,0,0,42,26,
19,5,13,1,3,2,7,1,3,1,46,522,146,0,0,0,0,0,0,44,32,
20,8,18,2,5,3,9,2,4,1,43,516,144,0,0,0,0,0,0,47,39,
21,2,4,0,1,1,2,0,1,1,42,515,143,0,0,0,0,0,0,48,40,
22,0,0,0,0,0,0,0,0,0,42,515,143,0,0,0,0,0,0,48,40,
23,0,20,0,6,0,4,0,6,4,36,511,137,0,0,0,0,0,0,54,47,
0,0,0,0,0,0,0,0,0,0,36,511,137,0,0,0,0,0,0,54,47,
1,0,0,0,0,0,0,0,0,0,36,511,137,0,0,0,0,0,0,54,47,
2,0,0,0,0,0,0,0,0,0,36,511,137,0,0,0,0,0,0,54,47,
3,0,0,0,0,0,0,0,0,0,36,511,137,0,0,0,0,0,0,54,47,
4,0,0,0,0,0,0,0,0,0,36,511,137,0,0,0,0,0,0,54,47,
5,8,3,2,1,3,1,1,0,3,37,513,138,0,0,0,0,0,0,53,45,
6,24,0,5,0,12,0,2,0,5,42,525,140,0,0,0,0,0,0,48,32,
7,21,0,4,0,13,0,3,0,1,46,538,143,0,0,0,0,0,0,44,17,
8,30,13,8,4,14,6,6,3,2,50,546,146,0,0,0,0,0,0,40,8,
9,20,8,4,2,8,4,2,1,7,52,549,147,0,1,0,0,0,0,38,4,
10,12,5,2,1,5,2,1,0,6,53,551,148,0,1,0,0,0,0,37,2,
11,6,6,1,1,2,3,1,1,3,53,549,148,0,1,0,0,0,0,37,4,
12,4,4,1,1,1,2,0,0,3,53,548,148,0,0,0,0,0,0,37,5,
13,15,15,3,3,6,6,2,2,8,53,546,148,0,2,0,0,0,0,37,7,
14,16,16,3,5,8,8,2,3,3,51,544,147,0,2,0,0,0,0,39,9,
15,13,13,3,3,5,5,1,1,8,51,544,147,0,0,0,0,0,0,39,9,
16,8,8,2,2,3,3,1,1,4,51,544,147,0,0,0,0,0,0,39,9,
17,23,23,5,5,9,13,5,3,6,51,538,149,0,2,0,0,0,0,39,14,
18,13,30,3,6,5,18,4,4,3,48,525,149,0,0,0,0,0,0,42,27,
19,4,11,1,3,2,6,1,2,0,46,521,148,0,0,0,0,0,0,44,32,
20,10,23,2,6,4,12,2,5,2,42,513,145,0,0,0,0,0,0,48,41,
21,3,8,1,2,1,4,0,2,1,41,510,143,0,0,0,0,0,0,49,45,
22,0,0,0,0,0,0,0,0,0,41,510,143,0,0,0,0,0,0,49,45,
23,0,23,0,7,0,5,0,6,5,34,505,137,0,0,0,0,0,0,56,53,
0,0,0,0,0,0,0,0,0,0,34,505,137,0,0,0,0,0,0,56,53,
1,0,0,0,0,0,0,0,0,0,34,505,137,0,0,0,0,0,0,56,53,
2,0,0,0,0,0,0,0,0,0,34,505,137,0,0,0,0,0,0,56,53,
3,0,0,0,0,0,0,0,0,0,34,505,137,0,0,0,0,0,0,56,53,
4,0,0,0,0,0,0,0,0,0,34,505,137,0,0,0,0,0,0,56,53,
5,3,1,1,0,1,0,0,0,2,35,506,137,0,0,0,0,0,0,55,52,
6,29,0,6,0,14,0,3,0,6,41,520,140,0,0,0,0,0,0,49,37,
7,20,0,4,0,12,0,3,0,1,45,532,143,0,0,0,0,0,0,45,23,
8,46,19,12,6,21,10,9,4,3,51,541,148,0,2,0,0,0,0,39,12,
9,27,11,5,2,11,6,3,1,10,54,545,150,0,1,0,0,0,0,36,7,
10,22,9,4,2,9,4,2,1,9,56,547,151,0,3,0,0,0,0,34,4,
11,10,10,2,2,4,5,1,1,5,56,546,151,0,0,0,0,0,0,34,5,
12,3,3,1,1,1,1,0,0,2,56,546,151,0,0,0,0,0,0,34,5,
13,9,9,2,2,4,4,1,1,4,56,546,151,0,0,0,0,0,0,34,5,
14,15,15,3,4,8,8,2,3,2,55,542,150,0,4,0,0,0,0,35,10,
15,13,13,3,3,5,5,1,1,8,55,542,150,0,0,0,0,0,0,35,10,
16,14,14,3,3,6,6,1,1,8,55,542,150,0,0,0,0,0,0,35,10,
17,17,17,3,3,7,9,3,2,7,55,540,151,0,0,0,0,0,0,35,11,
18,13,32,3,6,5,19,4,5,3,52,526,150,0,0,0,0,0,0,38,26,
19,4,10,1,2,2,6,1,2,0,51,522,149,0,0,0,0,0,0,39,30,
20,10,24,2,7,4,12,2,5,2,46,514,146,0,0,0,0,0,0,44,40,
21,0,2,0,0,0,1,0,0,1,46,513,146,0,0,0,0,0,0,44,41,
22,0,0,0,0,0,0,0,0,0,46,513,146,0,0,0,0,0,0,44,41,
23,0,22,0,7,0,4,0,6,5,39,509,140,0,0,0,0,0,0,51,48,
0,0,0,0,0,0,0,0,0,0,39,509,140,0,0,0,0,0,0,51,48,
1,0,0,0,0,0,0,0,0,0,39,509,140,0,0,0,0,0,0,51,48,
2,0,0,0,0,0,0,0,0,0,39,509,140,0,0,0,0,0,0,51,48,
3,0,0,0,0,0,0,0,0,0,39,509,140,0,0,0,0,0,0,51,48,
4,0,0,0,0,0,0,0,0,0,39,509,140,0,0,0,0,0,0,51,48,
5,7,3,1,1,3,1,1,0,3,39,511,141,0,0,0,0,0,0,51,45,
6,34,0,7,0,17,0,3,0,7,46,528,144,0,0,0,0,0,0,44,27,
7,22,0,4,0,13,0,3,0,2,50,541,147,0,0,0,0,0,0,40,12,
8,30,13,8,4,14,6,6,3,2,54,545,149,0,4,1,0,0,0,36,7,
9,32,13,6,3,13,7,3,1,12,57,544,151,0,7,0,0,0,0,33,7,
10,12,5,2,1,5,2,1,0,6,58,547,152,0,0,0,0,0,0,32,4,
11,12,12,2,2,5,6,1,1,7,58,544,152,0,2,0,0,0,0,32,7,
12,4,4,1,1,1,2,0,0,3,58,543,152,0,0,0,0,0,0,32,8,
13,12,12,2,2,5,5,1,1,8,58,543,152,0,0,0,0,0,0,32,8,
14,16,16,3,5,8,8,2,3,3,56,542,151,0,1,0,0,0,0,34,9,
15,8,8,2,2,3,3,1,1,4,56,542,151,0,0,0,0,0,0,34,9,
16,10,10,2,2,4,4,1,1,6,56,542,151,0,0,0,0,0,0,34,9,
17,17,17,3,3,7,9,3,2,7,56,540,152,0,0,0,0,0,0,34,11,
18,15,35,3,7,6,21,4,5,4,52,525,151,0,0,0,0,0,0,38,26,
19,4,10,1,2,2,6,1,2,0,51,521,150,0,0,0,0,0,0,39,31,
20,11,26,2,7,4,13,2,5,4,46,512,147,0,0,0,0,0,0,44,41,
21,2,4,0,1,1,2,0,1,1,45,511,146,0,0,0,0,0,0,45,43,
22,0,0,0,0,0,0,0,0,0,45,511,146,0,0,0,0,0,0,45,43,
23,0,23,0,7,0,5,0,6,5,38,506,140,0,0,0,0,0,0,52,51,
0,0,0,0,0,0,0,0,0,0,38,506,140,0,0,0,0,0,0,52,51,
1,0,0,0,0,0,0,0,0,0,38,506,140,0,0,0,0,0,0,52,51,
2,0,0,0,0,0,0,0,0,0,38,506,140,0,0,0,0,0,0,52,51,
3,0,0,0,0,0,0,0,0,0,38,506,140,0,0,0,0,0,0,52,51,
4,0,0,0,0,0,0,0,0,0,38,506,140,0,0,0,0,0,0,52,51,
5,12,5,2,1,5,2,1,0,6,39,509,141,0,0,0,0,0,0,51,47,
6,36,0,7,0,18,0,4,0,7,46,527,145,0,0,0,0,0,0,44,27,
7,13,0,3,0,8,0,2,0,0,49,535,147,0,0,0,0,0,0,41,18,
8,35,15,9,4,16,8,7,3,3,54,542,151,0,1,0,0,0,0,36,9,
9,20,8,4,2,8,4,2,1,7,56,546,152,0,0,0,0,0,0,34,5,
10,14,6,3,1,6,3,1,1,5,58,547,152,0,2,0,0,0,0,32,4,
11,12,12,2,2,5,6,1,1,7,58,544,152,0,2,0,0,0,0,32,7,
12,5,5,1,1,2,2,0,0,4,58,544,152,0,0,0,0,0,0,32,7,
13,10,10,2,2,4,4,1,1,6,58,544,152,0,0,0,0,0,0,32,7,
14,13,13,3,4,6,6,1,3,3,57,544,150,0,0,0,0,0,0,33,8,
15,10,10,2,2,4,4,1,1,6,57,544,150,0,0,0,0,0,0,33,8,
16,8,8,2,2,3,3,1,1,4,57,544,150,0,0,0,0,0,0,33,8,
17,22,22,4,4,9,12,4,3,8,57,538,151,0,3,0,0,0,0,33,13,
18,13,31,3,6,5,19,4,5,2,54,524,150,0,0,0,0,0,0,36,28,
19,6,14,1,3,3,8,2,3,0,52,519,149,0,0,0,0,0,0,38,33,
20,12,28,2,8,5,14,2,6,3,46,510,145,0,0,0,0,0,0,44,44,
21,2,6,0,1,1,3,0,1,2,45,508,144,0,0,0,0,0,0,45,47,
22,0,0,0,0,0,0,0,0,0,45,508,144,0,0,0,0,0,0,45,47,
23,0,17,0,5,0,3,0,5,4,40,505,139,0,0,0,0,0,0,50,52,
0,0,0,0,0,0,0,0,0,0,40,505,139,0,0,0,0,0,0,50,52,
1,0,0,0,0,0,0,0,0,0,40,505,139,0,0,0,0,0,0,50,52,
2,0,0,0,0,0,0,0,0,0,40,505,139,0,0,0,0,0,0,50,52,
3,0,0,0,0,0,0,0,0,0,40,505,139,0,0,0,0,0,0,50,52,
4,0,0,0,0,0,0,0,0,0,40,505,139,0,0,0,0,0,0,50,52,
5,4,2,1,0,2,1,0,0,2,41,506,139,0,0,0,0,0,0,49,51,
6,26,0,5,0,13,0,3,0,5,46,519,142,0,0,0,0,0,0,44,37,
7,24,0,5,0,14,0,4,0,1,51,533,146,0,0,0,0,0,0,39,21,
8,25,11,6,3,11,6,5,2,3,54,538,149,0,0,0,0,0,0,36,14,
9,16,7,3,1,6,4,2,1,6,56,540,150,0,0,0,0,0,0,34,12,
10,14,6,3,1,6,3,1,1,5,58,543,150,0,0,0,0,0,0,32,9,
11,10,10,2,2,4,5,1,1,5,58,542,150,0,0,0,0,0,0,32,10,
12,5,5,1,1,2,2,0,0,4,58,542,150,0,0,0,0,0,0,32,10,
13,8,8,2,2,3,3,1,1,4,58,542,150,0,0,0,0,0,0,32,10,
14,16,16,3,5,8,8,2,3,3,56,542,149,0,0,0,0,0,0,34,10,
15,11,11,2,2,4,4,1,1,8,56,542,149,0,0,0,0,0,0,34,10,
16,10,10,2,2,4,4,1,1,6,56,542,149,0,0,0,0,0,0,34,10,
17,25,25,5,5,10,14,5,3,8,56,536,151,0,2,0,0,0,0,34,15,
18,15,35,3,7,6,21,4,5,4,52,521,150,0,0,0,0,0,0,38,31,
19,3,9,1,2,2,5,1,2,-1,51,518,149,0,0,0,0,0,0,39,34,
20,11,26,2,7,4,13,2,5,4,46,509,146,0,0,0,0,0,0,44,45,
21,2,5,0,1,1,3,0,1,1,45,507,145,0,0,0,0,0,0,45,47,
22,0,0,0,0,0,0,0,0,0,45,507,145,0,0,0,0,0,0,45,47,
23,0,15,0,4,0,3,0,4,4,41,504,141,0,0,0,0,0,0,49,52,
0,0,0,0,0,0,0,0,0,0,41,504,141,0,0,0,0,0,0,49,52,
